ponto_id,lat,lon
0,-8.055470850000011,-34.95169703999997
3,-8.055470850000011,-34.95169703999997
8,-8.055470850000011,-34.95169703999997
10,-8.055470850000011,-34.95169703999997
12,-8.055470850000011,-34.95169703999997
14,-8.055470850000011,-34.95169703999997
17,-8.055470850000011,-34.95169703999997
19,-8.055470850000011,-34.95169703999997
23,-8.055470850000011,-34.95169703999997
29,-8.055470850000011,-34.95169703999997
30,-8.055470830000012,-34.951698099999966
31,-8.055470850000011,-34.95169703999997
33,-8.055470850000011,-34.95169703999997
36,-8.055470850000011,-34.95169703999997
37,-8.055470850000011,-34.95169703999997
39,-8.055470850000011,-34.95169703999997
41,-8.055470850000011,-34.95169703999997
46,-8.055470850000011,-34.95169703999997
47,-8.055470850000011,-34.95169703999997
48,-8.055470850000011,-34.95169703999997
50,-8.055470850000011,-34.95169703999997
56,-8.055470850000011,-34.95169703999997
58,-8.055470850000011,-34.95169703999997
59,-8.055470850000011,-34.95169703999997
61,-8.055470850000011,-34.95169703999997
65,-8.055470850000011,-34.95169703999997
68,-8.055470850000011,-34.95169703999997
69,-8.055470850000011,-34.95169703999997
70,-8.055470850000011,-34.95169703999997
73,-8.055470850000011,-34.95169703999997
76,-8.055470850000011,-34.95169703999997
79,-8.055470850000011,-34.95169703999997
80,-8.055470850000011,-34.95169703999997
81,-8.055470850000011,-34.95169703999997
87,-8.055470850000011,-34.95169703999997
88,-8.055470850000011,-34.95169703999997
91,-8.055470850000011,-34.95169703999997
92,-8.055470850000011,-34.95169703999997
93,-8.055470850000011,-34.95169703999997
95,-8.055470850000011,-34.95169703999997
96,-8.055470850000011,-34.95169703999997
99,-8.055470850000011,-34.95169703999997
100,-8.055470850000011,-34.95169703999997
101,-8.055470850000011,-34.95169703999997
102,-8.055470850000011,-34.95169703999997
103,-8.055470850000011,-34.95169703999997
104,-8.055470850000011,-34.95169703999997
106,-8.055470850000011,-34.95169703999997
107,-8.055470850000011,-34.95169703999997
108,-8.055470850000011,-34.95169703999997
111,-8.055470850000011,-34.95169703999997
118,-8.055470850000011,-34.95169703999997
119,-8.055470850000011,-34.95169703999997
122,-8.055470850000011,-34.95169703999997
131,-8.055470850000011,-34.95169703999997
132,-8.055470850000011,-34.95169703999997
135,-8.055470850000011,-34.95169703999997
144,-8.055470850000011,-34.95169703999997
149,-8.055470850000011,-34.95169703999997
151,-8.055470850000011,-34.95169703999997
157,-8.055470850000011,-34.95169703999997
164,-8.055470850000011,-34.95169703999997
167,-8.055470850000011,-34.95169703999997
168,-8.055470850000011,-34.95169703999997
169,-8.055470850000011,-34.95169703999997
172,-8.055470850000011,-34.95169703999997
176,-8.055470850000011,-34.95169703999997
177,-8.055470850000011,-34.95169703999997
179,-8.055470850000011,-34.95169703999997
180,-8.055470830000012,-34.951698099999966
181,-8.055470830000012,-34.951698099999966
185,-8.055470850000011,-34.95169703999997
196,-8.055470850000011,-34.95169703999997
199,-8.055470850000011,-34.95169703999997
209,-8.055470850000011,-34.95169703999997
211,-8.055470850000011,-34.95169703999997
212,-8.055470850000011,-34.95169703999997
214,-8.055470850000011,-34.95169703999997
217,-8.055470850000011,-34.95169703999997
218,-8.055470850000011,-34.95169703999997
221,-8.055470850000011,-34.95169703999997
222,-8.055470850000011,-34.95169703999997
229,-8.055470850000011,-34.95169703999997
230,-8.055470850000011,-34.95169703999997
233,-8.055470850000011,-34.95169703999997
239,-8.055470850000011,-34.95169703999997
245,-8.055470850000011,-34.95169703999997
247,-8.055470850000011,-34.95169703999997
248,-8.055470850000011,-34.95169703999997
251,-8.055470850000011,-34.95169703999997
252,-8.055470850000011,-34.95169703999997
257,-8.055470850000011,-34.95169703999997
263,-8.055470850000011,-34.95169703999997
265,-8.055470850000011,-34.95169703999997
267,-8.055470850000011,-34.95169703999997
274,-8.055470850000011,-34.95169703999997
286,-8.055470850000011,-34.95169703999997
288,-8.055470850000011,-34.95169703999997
291,-8.055470850000011,-34.95169703999997
292,-8.055470850000011,-34.95169703999997
300,-8.055470850000011,-34.95169703999997
304,-8.055470850000011,-34.95169703999997
308,-8.055470850000011,-34.95169703999997
311,-8.055470850000011,-34.95169703999997
315,-8.055470830000012,-34.951698099999966
316,-8.055470830000012,-34.951698099999966
318,-8.055470830000012,-34.951698099999966
319,-8.055470830000012,-34.951698099999966
321,-8.055470830000012,-34.951698099999966
323,-8.055470830000012,-34.951698099999966
328,-8.055470830000012,-34.951698099999966
330,-8.055470830000012,-34.951698099999966
332,-8.055470830000012,-34.951698099999966
333,-8.055470830000012,-34.951698099999966
334,-8.055470830000012,-34.951698099999966
335,-8.055470830000012,-34.951698099999966
337,-8.055470830000012,-34.951698099999966
346,-8.055470830000012,-34.951698099999966
349,-8.055470830000012,-34.951698099999966
350,-8.055470830000012,-34.951698099999966
353,-8.055470830000012,-34.951698099999966
354,-8.055470830000012,-34.951698099999966
360,-8.055470830000012,-34.951698099999966
367,-8.055470830000012,-34.951698099999966
379,-8.055470830000012,-34.951698099999966
381,-8.055470850000011,-34.95169703999997
385,-8.055470830000012,-34.951698099999966
388,-8.055470830000012,-34.951698099999966
393,-8.055470830000012,-34.951698099999966
394,-8.055470830000012,-34.951698099999966
400,-8.055470830000012,-34.951698099999966
401,-8.055470830000012,-34.951698099999966
402,-8.055470830000012,-34.951698099999966
408,-8.055470830000012,-34.951698099999966
409,-8.055470830000012,-34.951698099999966
411,-8.055470830000012,-34.951698099999966
415,-8.055470830000012,-34.951698099999966
416,-8.055470830000012,-34.951698099999966
427,-8.055470830000012,-34.951698099999966
429,-8.055470830000012,-34.951698099999966
433,-8.055470830000012,-34.951698099999966
435,-8.055470830000012,-34.951698099999966
439,-8.055470830000012,-34.951698099999966
445,-8.055470830000012,-34.951698099999966
447,-8.055470830000012,-34.951698099999966
449,-8.055470830000012,-34.951698099999966
453,-8.055470830000012,-34.951698099999966
455,-8.055470830000012,-34.951698099999966
457,-8.055470830000012,-34.951698099999966
461,-8.055470830000012,-34.951698099999966
462,-8.055470830000012,-34.951698099999966
465,-8.055470830000012,-34.951698099999966
468,-8.055470830000012,-34.951698099999966
472,-8.055470830000012,-34.951698099999966
473,-8.055470830000012,-34.951698099999966
474,-8.055470830000012,-34.951698099999966
476,-8.055470830000012,-34.951698099999966
477,-8.055470830000012,-34.951698099999966
483,-8.055470830000012,-34.951698099999966
485,-8.055470830000012,-34.951698099999966
486,-8.055470830000012,-34.951698099999966
487,-8.055470830000012,-34.951698099999966
495,-8.055470830000012,-34.951698099999966
496,-8.055470830000012,-34.951698099999966
500,-8.055470830000012,-34.951698099999966
503,-8.055470830000012,-34.951698099999966
509,-8.055470830000012,-34.951698099999966
510,-8.055470830000012,-34.951698099999966
511,-8.05547358000001,-34.95169285999999
513,-8.055470830000012,-34.951698099999966
518,-8.055470830000012,-34.951698099999966
524,-8.055470830000012,-34.951698099999966
528,-8.055470830000012,-34.951698099999966
530,-8.055470830000012,-34.951698099999966
532,-8.055470830000012,-34.951698099999966
533,-8.055470830000012,-34.951698099999966
538,-8.055470830000012,-34.951698099999966
540,-8.055470830000012,-34.951698099999966
543,-8.055470830000012,-34.951698099999966
544,-8.055470830000012,-34.951698099999966
550,-8.055470830000012,-34.951698099999966
551,-8.055470830000012,-34.951698099999966
554,-8.055470830000012,-34.951698099999966
555,-8.055470830000012,-34.951698099999966
563,-8.055470830000012,-34.951698099999966
564,-8.055470830000012,-34.951698099999966
567,-8.055470830000012,-34.951698099999966
568,-8.055470830000012,-34.951698099999966
576,-8.055470830000012,-34.951698099999966
577,-8.055470830000012,-34.951698099999966
582,-8.055473080000011,-34.951698039999975
586,-8.055473080000011,-34.951698039999975
590,-8.055473080000011,-34.951698039999975
591,-8.055473080000011,-34.951698039999975
592,-8.055473080000011,-34.951698039999975
594,-8.055473080000011,-34.951698039999975
601,-8.055470830000012,-34.951698099999966
603,-8.055470830000012,-34.951698099999966
604,-8.055470830000012,-34.951698099999966
605,-8.055470830000012,-34.951698099999966
611,-8.055470830000012,-34.951698099999966
613,-8.055470830000012,-34.951698099999966
617,-8.055470830000012,-34.951698099999966
618,-8.055470830000012,-34.951698099999966
620,-8.055470830000012,-34.951698099999966
623,-8.055470830000012,-34.951698099999966
624,-8.055470830000012,-34.951698099999966
625,-8.055470830000012,-34.951698099999966
633,-8.055470830000012,-34.951698099999966
637,-8.055470830000012,-34.951698099999966
641,-8.055470830000012,-34.951698099999966
642,-8.055470830000012,-34.951698099999966
647,-8.055470830000012,-34.951698099999966
653,-8.055473080000011,-34.951698039999975
654,-8.05547358000001,-34.95169285999999
655,-8.055473080000011,-34.951698039999975
664,-8.055473080000011,-34.951698039999975
665,-8.055473080000011,-34.951698039999975
668,-8.055473080000011,-34.951698039999975
673,-8.055473080000011,-34.951698039999975
675,-8.055473080000011,-34.951698039999975
676,-8.055473080000011,-34.951698039999975
678,-8.055473080000011,-34.951698039999975
682,-8.055473080000011,-34.951698039999975
683,-8.055473080000011,-34.951698039999975
693,-8.055473080000011,-34.951698039999975
694,-8.055473080000011,-34.951698039999975
